Business_ID,Industry,Employee_Count,Revenue,Expenses,Profit_Margin,Loans_Taken,Loan_Default,Cash_Reserves,Financial_Stress_Score,Financial_Stress_Flag
B201105,IT,6,500000.0,2138196.52,,0,0,43560.6,46.51,0
B207801,IT,23,500000.0,399200.03,20.16,0,0,69189.42,49.98,0
B200659,Services,47,500000.0,335497.32,32.9,0,0,111545.58,40.98,0
B202765,Healthcare,45,539736.24,421134.05,21.97,0,0,82196.72,56.66,0
B207635,IT,7,500000.0,381609.92,23.68,1,0,76946.52,58.37,0
B207963,Manufacturing,43,500000.0,344211.78,31.16,0,0,77583.93,54.31,0
B204519,Services,32,500000.0,402900.19,19.42,0,0,81300.19,48.78,0
B200424,IT,11,500000.0,341547.85,31.69,0,0,77380.22,39.3,0
B204271,Manufacturing,43,500000.0,442537.05,11.49,1,0,64434.42,58.23,0
B209384,manufacturing,40,500000.0,379508.91,24.1,0,0,36201.53,49.97,0
B205243,Healthcare,17,500000.0,386289.36,22.74,0,0,27770.7,49.38,0
B204373,food,39,500000.0,402697.7,19.46,0,0,60109.45,45.76,0
B205400,Manufacturing,47,500000.0,387009.09,,0,0,43068.66,52.69,0
B206171,Retail,17,500000.0,475896.78,4.82,0,0,22811.18,63.4,1
B209343,Services,3,500000.0,355828.88,28.83,0,0,64227.69,46.1,0
B204575,Food,11,500000.0,333674.02,33.27,1,0,125741.16,45.63,0
B206694,Retail,24,500000.0,359817.59,28.04,0,0,49942.64,42.18,0
B200395,Food,8,500000.0,368361.29,26.33,0,0,103390.17,38.91,0
B202416,Manufacturing,45,500000.0,389215.33,22.16,1,0,71643.45,55.7,0
B209117,Services,15,500000.0,353691.27,29.26,0,0,59169.01,50.25,0
B200109,Retail,22,500000.0,398953.5,20.21,1,0,101875.92,52.28,0
B203200,Healthcare,24,500000.0,390974.7,21.81,0,0,92060.14,53.65,0
B205472,Manufacturing,44,500000.0,401755.75,19.65,0,0,56140.97,56.67,0
B205572,Services,15,689068.88,516016.04,25.11,0,0,97332.4,48.95,0
B204481,Services,38,500000.0,397498.02,20.5,0,0,81689.1,47.1,0
B203248,Retail,17,500000.0,418066.93,16.39,1,0,94245.44,53.85,0
B200650,Services,21,500000.0,377465.22,24.51,0,0,98770.95,45.21,0
B204640,IT,9,500000.0,332626.52,33.47,0,0,,45.84,0
B203131,Services,20,500000.0,352633.82,29.47,0,0,59816.32,46.13,0
B200582,Food,30,500000.0,392867.29,21.43,0,0,48098.98,49.02,0
B200231,Services,11,500000.0,380628.71,23.87,0,0,83554.63,46.31,0
B206525,Manufacturing,60,500000.0,393385.11,21.32,0,0,39838.0,53.41,0
B200135,Retail,45,500000.0,360744.98,27.85,0,0,67830.53,55.78,0
B200062,Retail,19,500000.0,436861.34,12.63,0,0,54599.82,49.96,0
B209467,Retail,10,500000.0,389019.19,,0,0,100156.5,48.48,0
B200148,Retail,13,500000.0,462344.92,7.53,1,0,60641.88,57.01,0
B206900,Retail,30,500000.0,455338.59,8.93,0,0,39135.36,61.73,1
B200281,Services,40,500000.0,383410.38,23.32,0,0,86548.72,55.28,0
B201945,Retail,53,500000.0,422833.74,15.43,1,0,56191.73,65.71,1
B205972,,25,662235.18,491716.21,25.75,0,0,64596.73,45.66,0
B206263,,19,500000.0,422071.6,15.59,0,0,94974.36,50.94,0
B205528,Food,49,500000.0,381230.11,23.75,0,0,75078.28,51.2,0
B205425,Retail,32,500000.0,394838.49,21.03,0,0,63198.97,52.0,0
B204664,Services,31,500000.0,351818.05,29.64,0,0,107538.21,45.61,0
B209135,Services,23,500000.0,372207.34,25.56,0,0,48486.47,42.81,0
B204161,Retail,23,500000.0,424249.23,15.15,1,0,40317.82,61.14,1
B206486,Retail,14,500000.0,450447.49,9.91,0,0,56729.2,53.43,0
B209973,Retail,24,500000.0,408130.79,18.37,0,0,18792.35,50.55,0
B209835,Services,27,500000.0,392859.39,21.43,0,0,66261.63,48.45,0
B204588,Retail,44,500000.0,381952.73,23.61,0,0,25172.03,60.41,1
B202942,Services,28,500000.0,320590.9,35.88,0,0,84332.77,39.31,0
B203245,IT,24,500000.0,353554.47,29.29,1,0,89135.84,44.26,0
B209191,Retail,25,500000.0,452736.35,9.45,1,0,56547.28,47.77,0
B207743,Services,18,500000.0,334711.03,33.06,1,1,91339.95,59.05,0
B203774,services,36,500000.0,360774.0,27.85,0,0,65447.94,50.91,0
B201932,Retail,32,500000.0,417711.3,16.46,0,0,96451.95,49.87,0
B207130,Manufacturing,41,500000.0,351323.87,29.74,0,0,146268.89,49.91,0
B201657,IT,27,500000.0,360002.31,28.0,1,0,59602.21,47.51,0
B203251,Manufacturing,61,500000.0,444002.54,11.2,1,0,74300.51,54.78,0
B208897,Retail,31,500000.0,480400.64,3.92,1,0,51878.45,55.67,0
B207425,Services,23,500000.0,368406.59,26.32,0,0,82663.85,52.11,0
B206463,IT,9,500904.54,2538894.65,23.14,0,0,389322.75,56.05,0
B201484,,43,513713.75,460404.06,10.38,1,0,50070.44,50.61,0
B200426,Manufacturing,30,500000.0,399141.07,20.17,0,0,56896.96,49.21,0
B203047,Retail,34,500000.0,401861.06,19.63,0,0,88109.38,53.47,0
B205329,Manufacturing,26,500000.0,399846.5,20.03,1,0,47174.15,65.16,1
B206360,Retail,20,500000.0,433797.56,13.24,0,0,73663.16,60.73,1
B203892,Retail,40,500000.0,392717.51,,1,0,71714.24,52.21,0
B200454,Services,21,500000.0,425238.14,14.95,1,0,510465.02,62.12,1
B203022,IT,3,500000.0,336465.02,32.71,0,0,55725.68,44.63,0
B207368,Services,30,500000.0,407947.97,18.41,0,0,78222.93,54.19,0
B201591,Food,7,500000.0,396294.36,20.74,0,0,64627.85,54.85,0
B200505,Services,31,500000.0,376508.92,24.7,0,0,57295.1,51.33,0
B204177,Retail,27,500000.0,411808.03,17.64,1,1,63120.61,69.2,1
B206927,Food,5,500000.0,392780.21,21.44,0,0,82900.51,55.27,0
B200207,Manufacturing,45,500000.0,411840.34,17.63,1,0,43487.67,62.56,1
B201177,Retail,40,500000.0,412322.76,17.54,0,0,70922.7,49.2,0
B205961,Services,24,500000.0,395262.1,20.95,0,0,54802.51,57.94,0
B205770,Healthcare,41,500000.0,405289.34,18.94,1,0,62751.41,56.2,0
B205390,Healthcare,25,500000.0,404089.94,,1,0,103892.15,41.66,0
B202055,Services,24,500000.0,344863.52,31.03,1,1,130798.96,62.31,1
B204320,Healthcare,3,500000.0,397944.18,20.41,0,0,65562.54,49.91,0
B200495,Retail,43,500000.0,430769.26,13.85,0,0,48034.64,53.29,0
B204286,Food,9,500000.0,390993.78,21.8,0,0,73923.08,56.03,0
B203385,IT,14,500000.0,376322.7,24.74,0,0,59820.63,60.89,1
B201237,Manufacturing,35,500000.0,358723.59,28.26,0,0,98653.1,34.29,0
B203935,IT,6,500000.0,361198.46,27.76,0,0,92853.62,53.71,0
B209940,Retail,25,500000.0,380625.49,23.87,1,0,78110.73,49.28,0
B208497,Healthcare,27,500000.0,357975.22,28.4,0,0,61154.58,52.08,0
B204540,Healthcare,26,500000.0,430786.67,13.84,0,0,104972.76,49.08,0
B209093,Food,32,500000.0,381793.54,23.64,1,0,,59.48,0
B202354,Manufacturing,54,500000.0,470602.99,5.88,0,0,67006.15,58.92,0
B205843,Services,3,500000.0,347401.24,30.52,0,0,123721.78,41.22,0
B208137,Food,14,500000.0,408163.2,18.37,0,0,87049.13,54.25,0
B206208,Food,31,500000.0,371376.85,25.72,0,0,54945.6,57.25,0
B202603,,12,500000.0,388368.86,22.33,0,0,75030.16,55.75,0
B204682,Food,4,500000.0,432286.4,13.54,0,0,117588.3,56.64,0
B205700,retail,37,706293.73,647469.83,8.33,1,0,74718.68,52.43,0
B206457,Services,20,500000.0,405228.2,18.95,0,0,62140.18,64.6,1
B209483,Food,18,500000.0,361327.27,27.73,1,1,95522.72,58.15,0
B201008,Food,3,500000.0,319897.46,36.02,0,0,77001.14,41.64,0
B202899,Manufacturing,53,500000.0,376180.5,24.76,0,0,107497.07,47.46,0
B209126,Healthcare,17,500000.0,427302.19,14.54,0,0,46857.69,57.18,0
B200753,Manufacturing,22,969995.02,654331.02,32.54,1,0,208072.59,51.84,0
B208309,Manufacturing,49,500000.0,403143.78,19.37,1,0,87944.6,51.53,0
B206801,Retail,41,500000.0,427244.32,14.55,0,0,65944.49,49.4,0
B207922,Manufacturing,40,500000.0,354810.63,29.04,1,0,132371.11,47.17,0
B208657,Manufacturing,40,500000.0,420303.5,15.94,0,0,45392.3,51.93,0
B204366,Food,20,500000.0,342045.89,31.59,0,0,72536.74,45.95,0
B206012,IT,18,500000.0,314092.36,37.18,1,0,,42.5,0
B207644,Services,11,500000.0,346204.09,30.76,0,0,109394.97,55.34,0
B202057,Healthcare,29,500000.0,336258.21,32.75,0,0,85568.08,42.89,0
B203311,Retail,37,500000.0,414579.8,17.08,0,0,104267.56,50.13,0
B203832,IT,3,500000.0,373490.86,25.3,0,0,111739.28,49.69,0
B202018,Retail,31,500000.0,374515.46,25.1,1,1,100787.0,68.68,1
B203486,IT,10,500000.0,362291.54,27.54,1,0,122141.23,46.17,0
B203786,Manufacturing,53,500000.0,446384.37,10.72,1,0,69537.73,54.38,0
B207051,Retail,22,500000.0,404456.86,19.11,1,0,71718.27,52.55,0
B206729,Food,30,500000.0,428586.63,14.28,1,0,38766.03,50.02,0
B202925,Retail,47,500000.0,443811.59,11.24,0,0,90547.29,58.44,0
B206207,Services,14,500000.0,392337.1,21.53,0,0,98530.57,56.28,0
B202176,Manufacturing,39,592564.06,473061.17,20.17,1,0,71360.27,57.05,0
B208301,Retail,27,500000.0,448722.01,10.26,0,0,,57.07,0
B200801,Manufacturing,61,500000.0,337038.51,32.59,0,0,134043.39,45.59,0
B201244,Services,21,500000.0,335076.46,32.98,0,0,92428.16,46.74,0
B201189,Manufacturing,10,500000.0,394816.87,21.04,0,0,96270.68,56.17,0
B202303,Manufacturing,46,500000.0,394604.87,21.08,1,1,42264.6,67.74,1
B205057,Manufacturing,38,530204.24,376143.17,29.06,1,0,99669.97,51.46,0
B207588,,40,500000.0,348445.65,30.31,0,0,100272.17,46.5,0
B204119,Retail,3,500000.0,402948.86,19.41,1,0,51319.8,48.9,0
B203276,Retail,20,500000.0,391875.52,21.62,1,0,95467.65,48.64,0
B208296,Manufacturing,52,500000.0,371250.15,25.75,0,0,95336.07,59.71,0
B205889,Services,21,500000.0,383013.14,23.4,0,0,19714.92,51.03,0
B203621,IT,24,569011.19,470262.12,17.35,0,0,59478.82,54.02,0
B209690,Retail,36,500000.0,388995.13,22.2,0,0,86799.27,57.82,0
B200700,Services,37,500000.0,327227.15,34.55,0,0,98594.58,45.35,0
B203340,Food,18,500000.0,363643.06,27.27,0,0,73975.7,46.86,0
B207210,Manufacturing,43,500000.0,382724.43,23.46,1,0,57882.76,47.99,0
B208533,Food,25,500000.0,354048.46,29.19,0,0,,52.27,0
B201667,Manufacturing,57,638936.8,559168.83,12.48,0,0,371019.41,59.0,0
B203198,Food,25,500000.0,395840.41,20.83,0,0,51831.69,41.85,0
B208894,Healthcare,5,500000.0,380810.4,23.84,1,1,66139.98,71.2,1
B201242,Services,42,500000.0,380554.03,23.89,0,0,43716.6,51.18,0
B208400,Retail,3,500000.0,411760.88,17.65,1,1,72255.97,62.21,1
B205080,Retail,31,500000.0,420516.6,15.9,0,0,93974.88,53.82,0
B205576,Retail,46,500000.0,404740.67,19.05,0,0,86930.69,52.24,0
B208868,IT,7,500000.0,381270.62,23.75,0,0,48797.96,59.02,0
B209703,Services,42,500000.0,344375.99,31.12,0,0,71475.1,49.39,0
B203079,Healthcare,5,500000.0,448039.22,10.39,0,0,64731.88,62.1,1
B207154,Manufacturing,47,500000.0,408299.9,18.34,1,0,66050.58,57.2,0
B207212,Healthcare,16,500000.0,357462.96,28.51,0,0,65894.02,37.03,0
B203686,Retail,16,500000.0,423949.42,,1,0,61764.19,53.48,0
B205344,Manufacturing,23,500000.0,413640.27,17.27,1,0,59912.92,60.34,1
B205975,Manufacturing,65,500000.0,399169.08,20.17,0,0,73679.67,56.61,0
B205782,Food,22,500000.0,396860.39,,0,0,60293.4,46.54,0
B205512,it,18,500000.0,394539.03,21.09,0,0,92175.76,45.61,0
B207838,IT,29,500000.0,377554.43,,0,0,91721.17,58.02,0
B201818,Retail,13,500000.0,404649.6,19.07,0,0,82575.14,49.72,0
B202838,Food,39,500000.0,415897.42,16.82,0,0,63191.89,39.25,0
B201988,Retail,9,500000.0,392376.0,21.52,0,0,94888.11,49.53,0
B209633,Food,29,500000.0,391213.37,21.76,0,0,80118.41,51.42,0
B204641,Healthcare,16,500000.0,405452.21,18.91,1,0,,50.27,0
B202569,Retail,41,500000.0,396108.57,,1,0,70268.26,53.27,0
B205027,IT,14,500000.0,385314.01,22.94,0,0,82520.2,46.6,0
B208434,Retail,44,500000.0,424153.64,15.17,0,0,,49.18,0
B209642,IT,26,500000.0,354369.6,29.13,1,0,96774.78,48.18,0
B207725,retail,14,500000.0,372915.66,25.42,1,0,66973.15,55.82,0
B200198,it,15,500000.0,344263.52,,0,0,134187.41,36.79,0
B202171,Manufacturing,35,500000.0,374861.81,25.03,1,0,80030.0,56.15,0
B204032,Healthcare,20,500000.0,373779.41,25.24,0,0,86802.29,49.02,0
B202512,Retail,25,500000.0,409200.73,18.16,1,0,57627.74,43.55,0
B203690,Services,4,500000.0,408095.04,18.38,0,0,49348.22,48.65,0
B208179,Retail,22,500000.0,389619.64,22.08,0,0,,58.34,0
B204795,IT,17,522720.93,347286.37,33.56,1,0,106312.0,47.78,0
B209874,Services,28,500000.0,384669.74,23.07,0,0,87312.83,57.36,0
B208832,Food,18,500000.0,351888.08,29.62,1,0,50556.22,46.39,0
B201434,Manufacturing,46,500000.0,358060.73,28.39,1,0,131400.18,46.68,0
B209780,Food,31,500000.0,374822.36,25.04,1,0,,46.82,0
B208706,Food,17,500000.0,376030.13,24.79,0,0,48905.41,63.76,1
B209813,Manufacturing,50,500000.0,427065.65,14.59,1,0,59501.05,50.13,0
B208554,Retail,33,500000.0,456735.44,8.65,0,0,58845.91,49.41,0
B205232,Food,24,500000.0,380800.69,23.84,1,0,43584.14,43.35,0
B201211,IT,9,500000.0,353867.25,29.23,0,0,81461.65,49.17,0
B207261,Retail,33,500000.0,416510.31,16.7,0,0,53353.04,45.02,0
B204539,Manufacturing,39,500000.0,417217.87,16.56,1,1,80893.57,58.89,0
B206642,IT,28,500000.0,416081.08,16.78,0,0,79138.34,61.23,1
B200030,IT,37,500000.0,388943.32,22.21,0,0,,41.51,0
B203604,Manufacturing,26,500000.0,376727.42,24.65,0,0,85661.5,46.7,0
B203036,Services,16,500000.0,371581.3,25.68,1,0,69284.54,53.75,0
B201737,Healthcare,6,500000.0,363052.27,27.39,0,0,84603.25,55.27,0
B202537,Manufacturing,47,819953.95,503170.03,38.63,1,0,185528.35,42.53,0
B203631,Services,24,500000.0,384153.07,23.17,0,0,106597.0,60.18,1
B204813,,3,500000.0,392099.83,21.58,0,0,83727.82,49.81,0
B201958,Retail,52,500000.0,422102.42,15.58,1,0,72857.85,52.2,0
B201542,Services,19,500000.0,390763.85,21.85,0,0,70697.17,47.19,0
B207387,Services,11,500000.0,326196.8,34.76,0,0,124267.56,54.92,0
B207576,,17,500000.0,331889.41,33.62,0,0,104130.49,53.52,0
B204706,Healthcare,22,500000.0,377194.37,24.56,1,0,37539.15,46.43,0
B207568,IT,25,500000.0,309746.69,38.05,0,0,102784.58,46.14,0
B203546,IT,30,617739.85,471274.79,23.71,1,0,101627.18,45.85,0
B202304,Services,21,500000.0,368486.63,26.3,0,0,105993.67,55.04,0
B207926,Healthcare,31,500000.0,370508.31,25.9,1,1,25434.55,66.67,1
B209208,manufacturing,53,500000.0,393373.92,21.33,1,0,63849.39,57.6,0
B206343,Services,3,500000.0,394610.21,21.08,1,0,93749.95,50.34,0
B206628,Services,25,500000.0,364227.62,27.15,0,0,95036.17,49.58,0
B207089,IT,32,500000.0,419904.53,16.02,1,1,103575.02,71.81,1
B205554,IT,32,500000.0,341743.41,31.65,0,0,91994.2,45.88,0
B207695,Services,3,500000.0,382810.76,23.44,0,0,70898.31,38.98,0
B203416,Services,22,500000.0,396147.43,20.77,0,0,91394.12,55.15,0
B204432,Retail,29,500000.0,413634.88,17.27,0,0,401503.31,54.48,0
B202854,Food,12,500000.0,378050.02,24.39,1,0,90889.37,53.74,0
B202132,Manufacturing,46,500000.0,367610.43,26.48,1,0,63151.37,45.26,0
B203579,Services,10,500000.0,419455.06,16.11,0,0,43139.75,57.52,0
B201589,Retail,39,759224.88,625736.14,17.58,0,0,77796.91,53.55,0
B208378,Retail,28,500000.0,318436.6,36.31,0,0,114185.45,53.41,0
B207322,Healthcare,14,500000.0,417882.03,16.42,0,0,74317.68,50.85,0
B204958,Retail,24,500000.0,378442.9,24.31,0,0,87029.88,52.61,0
B200259,Healthcare,3,500000.0,370281.78,25.94,0,0,61005.51,49.58,0
B205941,Healthcare,40,500000.0,368408.38,26.32,0,0,127604.14,55.48,0
B203533,Retail,54,500000.0,372521.84,25.5,1,0,95614.49,55.94,0
B207016,Retail,33,500000.0,408289.38,,0,0,100962.85,51.74,0
B202003,Food,49,500000.0,420439.35,15.91,0,0,62308.68,56.44,0
B209077,IT,35,500000.0,345498.5,,0,0,129099.41,41.99,0
B202125,Retail,42,500000.0,415629.37,16.87,0,0,31426.77,54.12,0
B205805,Retail,24,500000.0,383374.05,23.33,1,0,75641.19,45.02,0
B207587,Food,23,500000.0,451506.25,9.7,0,0,17082.86,63.22,1
B200649,Services,31,500000.0,329936.3,34.01,0,0,,51.65,0
B207632,Manufacturing,36,500000.0,363700.83,27.26,1,0,77206.99,52.98,0
B201985,Retail,24,500000.0,430623.24,13.88,0,0,56933.91,63.91,1
B207206,Services,8,500000.0,340252.54,31.95,0,0,61303.73,40.64,0
B209630,Services,21,500000.0,370274.1,25.95,0,0,68214.75,41.18,0
B204448,Services,8,500000.0,344504.62,31.1,0,0,122946.23,48.83,0
B202689,Retail,29,500000.0,444670.93,11.07,1,1,77041.71,69.01,1
B201432,Services,10,500000.0,368110.65,26.38,0,0,101089.54,52.5,0
B203848,Food,24,500000.0,411462.77,17.71,0,0,104398.87,51.94,0
B207237,Food,16,500000.0,359626.34,28.07,1,0,68717.84,44.12,0
B201630,retail,39,500000.0,335860.24,32.83,0,0,57810.99,37.71,0
B200369,Services,3,500000.0,409447.75,18.11,0,0,27555.64,54.53,0
B204350,Retail,18,500000.0,447023.4,10.6,1,1,51130.96,70.34,1
B201030,Retail,59,500000.0,385840.22,22.83,0,0,89156.12,51.77,0
B201315,Manufacturing,48,500000.0,358988.41,28.2,1,1,51903.39,64.17,1
B200748,Services,27,500000.0,360747.36,27.85,0,0,,50.49,0
B200946,Services,11,500000.0,352484.39,29.5,0,0,118396.17,56.71,0
B205642,Manufacturing,59,500000.0,342560.17,31.49,1,1,80832.7,56.01,0
B205113,Retail,12,500000.0,447978.5,,1,0,43787.84,55.11,0
B208664,Retail,52,2646393.49,433754.39,13.25,0,0,94050.32,49.39,0
B205211,Food,44,500000.0,425553.76,14.89,0,0,34737.23,58.63,0
B200860,Food,16,500000.0,386168.17,22.77,0,0,72145.64,40.41,0
B206672,Manufacturing,33,500000.0,410186.97,17.96,0,0,83159.45,50.07,0
B205854,Retail,22,500000.0,406795.71,18.64,1,0,61882.08,48.99,0
B209159,Retail,20,500000.0,421481.76,15.7,0,0,103547.87,51.06,0
B200723,IT,15,2352950.54,350409.87,29.92,1,0,64456.67,53.92,0
B204821,Healthcare,10,500000.0,396707.85,20.66,1,0,47226.31,59.47,0
B208805,,40,500000.0,361837.08,27.63,0,0,100762.88,49.08,0
B207080,Food,11,500000.0,365172.99,26.97,1,0,52583.29,45.86,0
B209963,Manufacturing,49,500000.0,383039.62,23.39,0,0,70701.29,50.45,0
B207542,Healthcare,3,500000.0,399306.15,20.14,1,0,77550.28,56.53,0
B201956,Food,7,500000.0,395585.27,20.88,0,0,95141.06,47.78,0
B208073,Manufacturing,31,500000.0,378447.76,24.31,0,0,83808.94,49.63,0
B207225,Healthcare,24,500000.0,430638.4,13.87,1,0,59792.17,57.9,0
B209654,Retail,26,500000.0,396220.57,,1,0,75091.25,54.27,0
B208483,Healthcare,25,500000.0,410642.75,17.87,1,0,95830.88,43.41,0
B204886,Manufacturing,44,500000.0,391698.51,21.66,1,1,53862.76,65.82,1
B208551,Retail,35,500000.0,370348.23,25.93,0,0,83383.91,49.52,0
B208750,Food,8,500000.0,408836.75,18.23,0,0,47103.73,50.0,0
B206772,Retail,26,500000.0,400013.23,20.0,1,0,78683.18,50.19,0
B202847,Services,32,500000.0,365363.53,26.93,1,0,60937.05,55.49,0
B207929,Manufacturing,58,500000.0,387465.91,22.51,1,0,50737.27,45.53,0
B208684,Manufacturing,52,500000.0,392641.41,21.47,0,0,78430.15,51.83,0
B201254,Food,31,500000.0,435969.96,12.81,1,1,72676.81,71.84,1
B208159,Services,3,500000.0,365332.34,26.93,0,0,46565.72,48.91,0
B205054,Healthcare,16,500000.0,397690.8,20.46,0,0,,47.44,0
B205555,Services,12,500000.0,378138.91,24.37,0,0,88629.05,44.92,0
B207930,Healthcare,31,500000.0,364090.53,27.18,0,0,76065.3,54.88,0
B202295,Retail,48,500000.0,419175.48,16.16,1,1,76333.95,65.31,1
B202333,Retail,47,500000.0,448036.9,,0,0,64472.64,48.52,0
B206228,Food,35,500000.0,373762.55,25.25,0,0,88680.62,43.69,0
B208762,Services,41,500000.0,401938.88,19.61,0,0,87275.3,59.16,0
B206674,Food,22,2648123.64,411525.98,17.69,0,0,50314.33,47.13,0
B206749,Food,18,500000.0,434719.28,13.06,0,0,36409.25,51.04,0
B202113,Services,38,500000.0,366594.34,,1,0,57038.87,50.3,0
B201957,,28,789335.7,635477.05,19.49,1,0,111609.37,48.11,0
B202321,IT,3,500000.0,346821.33,30.64,0,0,92015.88,46.07,0
B207578,IT,33,500000.0,377525.29,24.49,0,0,104282.42,47.94,0
B203694,Services,9,500000.0,341873.39,31.63,0,0,58060.89,40.76,0
B204687,Manufacturing,47,500000.0,346488.56,30.7,0,0,86257.48,46.79,0
B202834,Food,23,500000.0,394937.61,21.01,0,0,,56.91,0
B206254,Healthcare,11,655280.88,495814.66,24.34,0,0,94422.05,48.61,0
B200570,Services,26,500000.0,368166.05,26.37,0,0,72031.88,46.38,0
B208879,Services,14,500000.0,362902.94,27.42,0,0,75344.31,39.9,0
B205378,Manufacturing,62,500000.0,389234.97,22.15,1,0,68395.69,56.7,0
B204572,Services,31,500000.0,375973.41,24.81,0,0,49003.8,48.96,0
B201525,Retail,43,500000.0,415531.65,16.89,0,0,78025.01,37.52,0
B202562,Healthcare,7,500000.0,412011.06,17.6,0,0,90243.58,56.59,0
B209987,Manufacturing,52,500000.0,419133.71,16.17,0,0,23967.33,51.67,0
B201978,Manufacturing,66,545074.86,427788.57,21.52,0,0,120779.46,51.15,0
B208020,,31,500000.0,409941.89,18.01,0,0,70403.01,50.23,0
B207256,Services,19,500000.0,450704.38,9.86,0,0,91070.32,46.05,0
B209803,Manufacturing,40,500000.0,409218.31,,1,1,73949.38,68.07,1
B206552,,21,500000.0,426401.59,14.72,0,0,49808.49,57.06,0
B200037,Manufacturing,38,500000.0,377063.94,24.59,0,0,,48.79,0
B205287,IT,31,500000.0,351520.78,29.7,0,0,108174.2,39.93,0
B202114,IT,17,500000.0,358270.25,28.35,1,0,66306.9,56.17,0
B209304,Services,8,500000.0,393911.13,21.22,0,0,89755.13,51.02,0
B204871,,38,3387167.25,378146.72,24.37,0,0,100658.21,53.73,0
B201182,manufacturing,46,500000.0,347132.47,30.57,1,0,114504.28,49.96,0
B203157,Retail,34,500000.0,394350.16,21.13,0,0,73179.5,48.03,0
B206535,Retail,33,500000.0,432957.08,13.41,0,0,46120.67,45.52,0
B204279,Retail,21,500000.0,486648.3,2.67,0,0,52284.31,62.55,1
B209870,Food,25,500000.0,376886.93,24.62,0,0,64933.72,54.52,0
B209486,Manufacturing,24,500000.0,350993.95,29.8,0,0,61942.26,40.81,0
B207150,IT,23,500000.0,330235.32,33.95,0,0,,48.54,0
B202529,Services,3,500000.0,355232.56,28.95,0,0,108180.89,50.91,0
B201501,Food,33,500000.0,386250.88,22.75,0,0,,52.37,0
B205445,Retail,43,500000.0,417931.78,16.41,0,0,76805.82,50.02,0
B209348,Healthcare,14,500000.0,444488.9,11.1,0,0,51254.24,59.23,0
B203045,Retail,32,500000.0,461228.28,7.75,1,0,69668.5,58.39,0
B205803,IT,15,500000.0,401133.47,19.77,1,0,77425.98,54.26,0
B208911,Manufacturing,47,500000.0,359071.4,28.19,0,0,70080.35,39.62,0
B205077,Services,32,500000.0,358276.35,28.34,0,0,50322.86,47.7,0
B201815,Food,21,500000.0,368793.67,26.24,0,0,91142.8,42.6,0
B204072,IT,17,500000.0,354066.33,29.19,0,0,116890.48,46.5,0
B207523,Services,35,500000.0,411957.0,17.61,0,0,71883.27,57.53,0
B205205,Retail,34,500000.0,372626.43,25.47,1,0,79926.84,52.52,0
B201223,Healthcare,54,500000.0,403387.98,19.32,0,0,114359.03,48.64,0
B208527,services,33,500000.0,434568.18,13.09,1,0,78254.58,62.4,1
B207005,Food,9,500000.0,407500.92,18.5,0,0,,51.68,0
B204507,Food,24,500000.0,387486.42,22.5,0,0,11612.41,41.45,0
B205567,Retail,30,500000.0,420648.17,15.87,0,0,81787.53,71.88,1
B209996,Services,4,500877.79,375070.73,25.12,0,0,83648.19,48.84,0
B203955,Retail,52,500000.0,2787573.37,13.75,0,0,81111.49,59.36,0
B202343,IT,16,500000.0,382968.95,23.41,0,0,56805.64,51.07,0
B207459,Retail,50,500000.0,447393.95,10.52,0,0,85393.71,52.31,0
B206249,Retail,29,500000.0,364866.42,27.03,1,1,93730.91,69.5,1
B208199,Services,8,500000.0,310140.32,37.97,0,0,89183.42,43.71,0
B201558,Food,9,500000.0,366419.05,26.72,0,0,85938.61,60.39,1
B209754,Food,20,585567.06,489946.34,16.33,1,0,77664.09,47.63,0
B207974,Food,29,500000.0,387958.01,22.41,0,0,89867.79,49.15,0
B208697,IT,23,500000.0,1617104.53,27.11,0,0,65598.57,43.7,0
B208050,Healthcare,16,500000.0,346388.69,30.72,0,0,90431.93,40.53,0
B202377,Manufacturing,41,500000.0,389001.14,22.2,0,0,89079.73,51.36,0
B207291,Retail,15,500000.0,465584.79,6.88,1,0,64137.01,63.67,1
B201549,Manufacturing,52,500000.0,380263.41,23.95,1,1,83312.31,64.5,1
B205957,Food,32,500000.0,428135.07,14.37,0,0,41648.89,53.96,0
B204236,Retail,14,1019466.12,869844.94,14.68,1,1,166956.18,73.91,1
B206690,,19,1028014.67,718971.91,30.06,0,0,206653.06,45.73,0
B204490,Services,12,500000.0,383506.33,23.3,0,0,62873.28,44.89,0
B209404,Healthcare,3,500000.0,417489.44,16.5,0,0,79516.82,60.61,1
B201552,Retail,54,500000.0,435104.76,12.98,1,0,74060.43,58.82,0
B202713,Food,20,500000.0,351787.37,29.64,1,0,113800.15,52.49,0
B208223,Retail,3,500000.0,440734.25,11.85,1,0,55371.49,47.61,0
B201321,Retail,59,500000.0,415113.73,16.98,1,0,69207.51,54.18,0
B209897,Manufacturing,51,500000.0,412641.86,17.47,0,0,83369.81,53.02,0
B203141,Services,25,500000.0,336985.41,32.6,0,0,73540.32,50.58,0
B205413,Retail,20,500000.0,501635.84,-0.33,1,0,47058.09,61.41,1
B201504,Healthcare,30,500000.0,361413.85,27.72,0,0,114815.98,55.89,0
B209382,Retail,37,500000.0,417610.36,16.48,0,0,50510.66,62.58,1
B202963,Healthcare,34,500000.0,383593.51,23.28,0,0,106631.04,51.4,0
