hour_of_day,day_of_week,is_weekend,is_peak_hour,active_users,requests_per_minute,avg_request_size_kb,api_calls_per_minute,db_queries_per_minute,background_jobs_count,cache_hit_ratio,allocated_cpu_cores,allocated_memory_gb,container_count,running_services_count,network_in_mbps,network_out_mbps,disk_read_ops,disk_write_ops,avg_response_time_ms,error_rate_percent,scheduled_job_flag,release_day_flag,cpu_usage_percent,memory_usage_percent
22,0,0,1,966,847.9876095488545,100.19071869388186,381.7957246208315,202.7994814877488,4,0.6715777237270067,16,34.05628890356083,5,55,5.201132854821682,4.1928656335788,128.46809819804218,59.334526887822676,53.62744170581283,1.6577218604007797,1,0,46.55377211122523,55.51855186141772
10,1,0,0,1231,1711.1544673072494,49.42384498264885,601.6253653968528,345.5032671140761,2,0.8338946428193028,8,21.53991854197571,5,28,19.81326832655102,16.850572960461644,389.3844365427082,309.1428214797945,64.5905076000023,0.0,0,0,38.628195898477685,42.60285794211842
0,4,0,0,2196,3242.7458126060765,45.07328325736803,1686.0221501040246,1296.6050857880325,3,0.7332123949243115,16,44.401934277792,6,34,31.031941288674375,25.548430060498397,1059.1346800943443,976.7066574032341,88.58340379903734,0.8459916993405838,0,0,74.09401213087806,49.97104818474666
12,4,0,0,2322,3015.711187979179,54.710705404053805,1772.013398306617,1176.1603758802335,2,0.6688579540678827,8,20.981732001236455,10,35,59.34228461909014,51.109957888588745,1268.3839042141615,482.0812629746642,84.79220897652614,1.516704865429255,0,0,90.00259878006578,66.35309826590102
18,1,0,1,901,985.1062505710245,51.144691028267346,564.6868599228078,206.3253489343635,3,0.5744901446690708,16,47.697541901584046,1,50,15.327493511308731,16.151267137721437,129.44025629604582,44.82158265229629,75.92796382546146,0.4574397478045513,0,0,36.56123766912252,48.40409409297062
23,4,0,1,4586,6713.354242893881,34.6758425460075,2807.3958609737197,2266.62869524031,3,0.8194639405744638,4,13.264636433352633,15,28,70.62333930188971,57.22139068885975,2389.9533293312534,2057.3042117170826,128.15486504619446,1.626331150232165,0,0,100.0,67.69594598411639
2,1,0,0,769,1136.5823157009836,118.94732152909147,388.6277388278848,196.05396993468807,1,0.5853241242363458,4,11.999919539878169,13,31,7.731669287582666,7.735786878276048,103.70956538893331,119.71641087115839,59.3311634170762,0.8369931101983792,0,0,26.67178405978383,55.50323449132254
23,5,1,1,4730,6880.171537725711,98.21284240604497,2569.695378267805,807.2091911359782,4,0.9177235022173256,8,23.152579401754146,4,36,40.676992954896555,42.67112199657612,869.9947269095131,716.7121747150068,94.9608375189502,0.3808533321344899,1,0,100.0,57.68854484410527
16,0,0,0,2064,2246.1960945376045,35.81117484336826,745.8776746248344,251.90283715582072,4,0.9748784487027674,16,53.192646344985945,13,12,32.98786138797048,27.123091809489765,210.09352234500244,235.94175015953823,58.69558701185755,2.3959510824384735,1,0,61.7015640509989,49.86686651710592
4,0,0,0,3522,4764.5452994027955,117.89835211809681,1794.7550611482252,518.1591954918806,1,0.7652926964634351,8,29.533963460138395,9,33,29.014466952001154,30.131733263235848,393.101471613584,198.8246767017053,90.02527355122002,0.8632079364760432,0,0,88.33160566828451,60.198191821387056
19,6,1,1,3692,4644.261135487625,6.7859658753911205,952.9522106452318,1489.7886062854764,2,0.556217973214133,4,11.553826510217428,15,20,74.43086527724448,74.30756141391984,1667.51059383058,989.349077638762,97.30388068302814,1.1949105309273937,0,0,100.0,61.19278458468009
20,0,0,1,3920,3629.1150911900504,55.35822822388299,805.9747612360432,735.5011506576012,3,0.8290606096017569,16,47.13577177312608,1,9,24.310497844294805,20.408380104374746,921.0795138947124,550.0280710198487,102.85018994012215,2.590520672501888,0,0,74.15879893491324,32.29622588094351
7,1,0,0,113,132.7592287226629,70.49079766204001,67.5126897863091,46.087428908679726,2,0.5637895046325734,8,29.906440701278655,4,24,0.7674923851650243,0.7678736146218378,54.618770817513735,20.59691983562394,62.16259205913282,2.2276104491102764,0,0,12.671083060880242,36.81372114244842
13,6,1,0,4913,6501.784149494296,9.322461542839134,2171.1097198184984,2354.622305733623,1,0.9329109477156865,4,8.065309724389268,6,19,128.84271204340925,118.2394938030571,3299.8354165498145,998.1143670960531,125.43417465428853,0.5743829098812052,0,0,100.0,49.98669901559455
3,1,0,0,609,869.1274032440114,23.51927693093716,450.00156537798915,166.56964627705932,3,0.7812641331357818,4,11.298451950630302,8,19,16.88493048845806,16.302010490564392,93.16768177404099,134.52076296739938,64.21951904430935,1.7384526246009822,0,0,33.67860591843589,45.229890652492806
10,3,0,0,1783,2503.0090261044197,34.68507445130914,981.1237260914282,467.4196198759018,2,0.8841681065433905,32,65.4227555023628,12,24,34.087943444428994,34.01747154854557,399.49177952669606,261.8334751918701,53.18712597127931,1.5308843883158525,0,0,61.96757884085333,49.402744937487675
19,6,1,1,719,653.0396231433532,87.8261116362237,341.1263259612087,125.63072799825743,4,0.7999529801372417,32,88.09884018444355,12,13,12.198279855415718,9.898462601665392,181.5142301424536,117.62604544029412,42.06215005010662,0.4983503883837438,1,0,41.47134061903567,39.40104599863974
14,4,0,0,3944,4502.56218689637,113.07050581950666,2095.6447357058296,1092.477418221524,1,0.7524791981615524,4,10.073358270786413,19,32,88.18926851064286,95.5639976623746,1132.9540378715017,397.00794388434514,104.22333851064988,1.00224683302243,0,0,100.0,76.99108899489987
18,4,0,1,1592,1806.5825606710987,76.82153498981214,506.56663578777096,189.29991060314177,2,0.7521088965318469,32,99.64339748553601,4,43,21.048400064496764,22.188588553688902,283.25854559804134,132.91201930717233,59.03617592303548,2.6724531094192723,0,0,60.172236756630504,54.54621894007498
6,3,0,0,1321,1887.8621611370088,69.70608296618359,715.6678163502368,194.9270633637269,0,0.8549192951672134,8,23.445958490433974,19,54,9.723976311154265,8.294704876040925,255.69990856023864,170.95176977087166,74.43716997142717,2.9590904363207664,0,0,39.274644843053515,70.97286531827767
18,3,0,1,2465,1975.3428269156639,66.72729879721666,951.5877722220883,633.379454765573,1,0.9332315130954236,32,70.56683562085547,13,48,28.268023663228696,25.243240999992437,519.3462708859604,311.2170924035009,60.00822767826399,1.4835385953524969,0,0,63.888270928866376,67.59121320712192
18,0,0,1,2841,3741.8796122786707,45.330919728265194,1243.2276245758192,1281.4534893842306,3,0.6050869618753397,16,49.04034610993337,14,11,41.07868545650842,33.52551906580249,1434.1617871803794,716.0304773069281,70.54350816905963,1.1625438808938864,0,0,95.11109061088929,50.67956378448218
10,3,0,0,4763,5873.012680316903,100.18714980577768,1628.7090207604626,946.953780701551,3,0.5546607872457296,8,27.09846625804882,1,27,88.73062466105588,84.05516242830382,537.9149157488546,861.178911002587,99.02435190758119,2.018155520141066,0,0,100.0,45.332515686439045
4,1,0,0,3104,4485.590496918044,67.1882553971698,1865.7561096719226,1247.7258453392044,4,0.5270661471008917,32,67.58547094468602,4,28,34.414385746746376,37.523835551687455,1006.2975878877013,841.1902558878734,109.96354631297093,1.055115696577236,1,0,95.99804675138216,43.83587992230112
4,2,0,0,2508,2808.5641002423995,31.46186562222811,869.1361722782274,462.857934472506,1,0.9160310757598775,32,66.08454680486955,5,20,55.61227619837438,55.605062062322276,643.9851006928193,368.46958045335515,76.96967388868659,1.2191357931880435,0,0,82.94843502412817,46.701754517816134
21,1,0,1,3115,3926.054340853529,20.735588938868982,1718.5787230937042,1257.3739610472342,4,0.558746294877986,16,60.3070598352714,10,26,64.94293431664956,67.74222622838442,1659.9842921663483,786.3782782604638,99.05548610270543,0.9788389048462022,1,0,100.0,53.7790461174595
7,6,1,0,1213,1796.3595035309315,118.33393920911494,554.5249704095178,406.2559785653186,5,0.8017770727925446,8,25.069140501126633,11,27,16.952677333596338,16.522866048242246,590.1632104488024,128.13405393828137,75.06136239029578,1.479101495903898,1,0,53.465066945676746,57.78793030224944
9,3,0,0,4609,6087.256710295596,7.009419727530211,3424.8835667675116,2111.2215990168456,0,0.6503614325923385,8,17.73926562960618,5,23,100.83212247312242,102.37994118209295,2554.6777853507365,1448.9946840371783,125.13376574767247,0.7376436024986889,0,0,100.0,54.143716896228526
5,4,0,0,2799,2371.225420512453,112.34560344882756,800.432761933124,911.8828386826485,0,0.77037430266803,8,27.492080955539095,18,16,42.12602832766652,40.13312717212225,1271.4092637966503,435.44272521250724,77.88367104271009,0.813964526750218,0,0,64.97133877366961,56.35210598451485
14,1,0,0,1998,1832.7124243903827,30.10487963573576,1031.780735797411,488.666352377481,0,0.5407720535595886,16,59.412635041415164,11,55,22.70770513092016,18.31895971066815,414.46305574612956,440.0420662362371,76.6101878485238,0.183488405928258,0,0,37.56738779336534,75.30360342072814
15,4,0,0,109,149.8767191558288,80.61819625838947,46.73047041099322,55.48439970479537,5,0.7785529139302282,32,125.89092890619733,10,30,1.6645838346388215,1.8764059589867061,35.52358071659429,17.452536377220472,53.477979809295896,1.9756487489621881,1,0,33.3930175109766,48.55962186660822
16,1,0,0,3152,3260.2928816042813,39.6762404437851,1440.3380956934916,359.08006902154824,4,0.9214133452476014,8,29.27968916345362,9,53,27.861527044563886,32.666250009483534,426.3542863108214,84.21516064581971,69.17646488536523,2.7518465011790525,1,0,65.79955776026759,69.56213144313178
7,4,0,0,382,494.36250277397875,103.8781973661788,124.62253092089922,118.05741525409678,2,0.627651571353612,16,56.00428604793363,12,37,8.665478215428159,9.56241064635048,118.93115925029647,97.33427501398872,57.49559402398769,0.5013863154589225,0,0,29.06961992132994,60.1746710579045
7,5,1,0,4221,5444.569184911009,67.49621205088498,2784.073587492186,1366.8520230100357,4,0.6544363221141566,16,60.10761976133861,12,45,60.67937272622279,71.76589806009119,1825.1871012912648,319.5640161461223,114.76387264251049,0.8293766805809851,1,0,100.0,81.40535071536145
8,1,0,0,239,357.44609756284666,21.221641937898845,100.11603635450925,80.33378489521836,0,0.6046938258482053,4,11.9001113094875,13,43,6.063960751119192,6.251387260822346,71.57199791570042,28.746043141140042,49.10678070280638,1.486177498079888,0,0,15.36170042181315,55.97540912141252
1,6,1,0,3610,4075.3683726290333,36.03102505164655,2223.554537574053,792.4663082208068,3,0.5623215797113141,16,47.56243225502182,11,6,73.79905298113623,84.53339530329981,975.764707506247,730.8408916592347,76.63178139047412,1.6390748290066415,0,0,100.0,46.821415571411826
14,4,0,0,345,454.18651506218043,41.83663596052234,173.03523226589584,143.92654655089393,1,0.5347499334089199,4,13.40759931838333,1,56,6.035547026477879,6.09136525468548,214.37614727253495,96.87293113600208,50.84300103184217,1.875638113221465,0,1,29.471643664451268,55.69768461068189
17,2,0,0,2598,2167.061982632506,106.88107190486122,515.3616263899055,576.0151861735667,1,0.8217188561296599,4,15.003332954482062,2,21,16.52072658382163,18.126941846709123,308.9570257681024,216.42453019848088,64.54765884714914,0.8611137683856509,0,0,45.921490690492185,41.4214086846439
2,6,1,0,226,253.98189947364662,93.17491815119222,87.72925629374103,31.677871279143066,2,0.6663023895742041,4,9.66990156078233,16,15,1.4141429494020814,1.3183559060760688,42.194262542766666,8.767442836776834,52.391361054473855,0.7420727420427037,0,0,11.363963425648565,52.30468546173676
16,0,0,0,849,790.1448420848209,100.40254095024973,404.467535736232,304.3746581141948,2,0.7198788577057271,32,91.60652022741746,16,9,12.32103331917945,12.563883742166293,391.61025489837147,278.87400613963985,62.82062401420135,1.2303118226422054,0,0,29.403514545699817,48.050257128082215
3,1,0,0,855,1187.0820737003364,11.009001601767034,273.64377535125357,434.77496840595234,4,0.6544278680090505,8,28.078280040276315,9,45,21.244251862335116,22.027543138569527,299.42173575500266,163.51702787726035,78.71608123486698,0.27326367404892876,1,0,41.63429891024754,58.01441032614106
3,2,0,0,1792,2487.1810116809593,71.55995362942532,1119.9568591128764,512.4600309598039,2,0.8572774325177259,32,82.09011730032024,4,12,44.713223870917766,52.17815866590514,382.3900984438091,489.98231845394724,85.50277628079375,0.6630502382724555,0,0,75.78931813321024,25.906145523128806
13,0,0,0,264,254.88014494641249,119.90534700918435,102.69286431802499,44.31322440926275,0,0.8276930454514422,32,67.5589253428341,4,45,2.6400881289385794,2.33000223986855,66.40365638625687,8.990634048636434,28.36620633116942,0.3600206002801367,0,0,14.364531002377076,52.64203135208723
8,1,0,0,1929,1972.980442253167,95.29795849113114,639.1427584032011,569.2869400184136,1,0.8195470576948755,16,45.18164633482239,3,24,16.130544373508354,19.112203566168752,631.089620005215,372.9615589715441,66.39616720265589,0.0,0,0,43.46208995605791,38.46759015575955
8,2,0,0,2750,3552.2697350861777,18.881383359840168,1784.1166510061094,401.3790674656747,2,0.8676322536719226,32,126.24411785654502,18,31,20.83000482893023,24.315670961524642,225.95734532386368,290.22028811842074,92.853907114602,0.5637215133973853,0,0,61.557827899192695,73.499290151939
22,2,0,1,646,850.6438505670272,83.0640892518451,187.97212651137258,211.6385585416335,1,0.7798252693731436,4,13.168647781111154,12,31,7.201075523878221,6.808673584953124,106.96493656050238,47.325420431567096,55.780455635032965,1.4378949887993315,0,0,28.124841697532354,60.641158313689964
17,6,1,0,1767,2227.024528655269,90.71223940294607,888.7091310458902,672.0883926791173,2,0.546679231690845,32,113.77619880145039,7,59,19.754810463922585,16.969725996834068,941.4739111593076,626.9233593257828,91.61678006415585,0.898084962605093,0,0,45.343320090464694,68.14830989516891
9,5,1,0,1405,2104.2491760069797,64.13856093096199,847.4763766414233,467.1550562242037,1,0.7029503201116651,16,35.23841703150248,13,34,29.004298368830966,27.817822106388856,370.12761729573583,418.55298690033464,64.68050749259007,0.3402497983660414,0,0,51.56920547726963,57.65511995611952
20,2,0,1,4273,6016.718355368668,14.05661199394583,1411.2962096938484,2356.6731538939252,2,0.6520582426329655,8,24.462918762681344,14,38,51.581399603280715,52.41133325613812,2332.129154005204,2316.59930526563,93.90635496348747,1.0630058409184564,0,0,100.0,77.05785500400097
3,5,1,0,1342,1465.3851125789195,8.988917048731048,372.807292178165,462.5627013581426,3,0.6643661476070737,4,15.013843786473029,4,46,12.60495324383844,12.949121804920612,371.84091490197096,251.56717865333326,56.157936849025454,0.9837677233406323,0,0,43.32187761771971,50.374540966576326
11,3,0,0,2648,2724.4840510500353,112.84811518252529,991.3355700429387,1035.9033977107918,3,0.5940798910167505,4,15.038812909429499,17,28,27.71676704282641,32.9890631442981,1000.3571591466663,275.2325147198612,69.92479083862746,1.9353790534765816,0,0,59.49494592351671,58.995150156398324
7,6,1,0,3487,4246.450549883633,34.61410603004114,1760.6166528836252,1581.239575281979,2,0.5772859185948795,4,15.836390216705942,15,16,63.214216914366695,58.82077394480967,1657.4689643417728,355.5326681147447,103.17655013708166,0.7150541083051705,0,0,100.0,57.785848672771145
1,4,0,0,4764,6537.853652737569,48.581334607121754,1446.6844248827706,912.0903925496817,1,0.7238516204173527,32,116.78173708410053,1,33,71.79477810286163,61.3156626443474,1151.7921348804455,502.15669992003933,119.07980819600697,1.5333390150190116,0,0,100.0,43.031363119348
21,6,1,1,191,216.3534224385771,96.45691721333307,44.288109816600176,65.03340803831688,4,0.9661970331432158,4,14.992254721758396,13,50,3.457660571938318,3.1535188976073596,56.86890410715342,56.1038504726066,57.49479203292959,0.0,1,0,39.06658153728988,69.92686457953536
12,0,0,0,3266,4299.312837738495,84.26498587250597,1191.0889120484098,1199.5348094687351,1,0.5107003567738202,4,9.642261475028693,19,13,49.49281598021493,40.67376847260456,1400.1334450205557,742.0266499332215,89.10542821655524,0.9148178453750264,0,0,95.18933896468114,60.33650528146765
20,4,0,1,2889,2349.9473478930695,116.38505550394854,928.5200963698783,273.6495329016808,2,0.6356019947564504,8,16.417251165529382,19,18,39.76598802141499,44.994119598373516,190.6100964548607,231.73028011265154,84.06717984268265,0.0,0,0,67.78973925657372,67.06205873071914
15,4,0,0,4390,6357.106652800074,15.676508024284267,1373.8437544862975,1241.963329330421,3,0.9635216242484176,4,13.244264851571145,7,23,75.69921369505546,80.90541756740464,900.7411347146577,628.6439587664786,126.39274266817617,1.0430235999206234,0,0,100.0,55.2037523887347
1,5,1,0,3563,4780.421193896291,86.29575101911114,2358.1537740691406,1244.6952597902537,5,0.6711801713580919,32,108.14959723772668,17,45,82.5556428715913,81.91941684365491,1555.183789676224,746.8740366296289,105.55980162569654,2.199914132127228,1,0,100.0,78.04105364081641
10,4,0,0,2800,3012.612570057701,14.456318069432,785.6028149165248,796.6744080616073,0,0.8141747483339923,4,15.339136626223365,6,50,53.06870784194081,49.26051190924883,1192.972051543765,632.8681326175326,77.23854944115136,1.1544474256481692,0,0,73.95513415796921,66.0862229448521
9,2,0,0,1764,1885.378419551222,5.01903209763163,959.7414512458723,648.9911698003757,0,0.6284413825758297,4,12.457372022247451,1,58,31.248864058376846,30.68139469639344,523.8528506120632,344.71341550063465,70.76526113177609,1.9203846543325827,0,0,55.49755166318927,52.5031446149241
14,5,1,0,1185,1033.3446070273853,18.826476011590948,291.29298077729015,285.50406720070225,3,0.7601924582395596,32,91.14142246267036,12,34,13.464997851568738,16.143480575350583,213.55236455775315,258.6178788006179,66.22695202283444,1.486459213425074,0,0,35.41513097818354,56.89274410635644
16,4,0,0,3771,5171.2009849327105,75.92347255211229,1751.2157642340874,1240.8397407498064,1,0.5832947590585722,4,15.474985692831865,13,15,75.65492449711903,61.14814300634507,1394.2554203126629,1074.870670439752,86.73069805467266,0.8012687863475212,0,0,100.0,57.79017539991366
7,5,1,0,1959,2621.221646044377,82.76216620140576,1026.567851237443,853.4378420535211,1,0.7585693452894853,8,19.18327452093662,14,26,13.975535977856312,11.813963486585394,961.7588611517501,279.9749976221072,65.57783971576497,0.6777965050261353,0,0,42.53737665544632,55.42995771138105
17,3,0,0,2297,2850.9785047465175,55.409085327102176,966.2203131601708,773.3763593474432,1,0.7300465390499261,16,46.997533129801496,14,48,26.326279043861263,23.56010030978139,1070.6185959404088,542.9866268535645,85.12584017104793,2.2201188360624178,0,0,73.32313089907781,70.8334060324124
22,5,1,1,4566,3977.0751762667637,10.298131619803785,832.9894416520374,1452.1374488139988,3,0.9007152906426155,8,16.695823294776012,12,36,43.80714285780733,49.30346451879833,1075.390328306253,848.9511737073225,101.91782007752985,1.9916887548675852,0,0,100.0,67.93340217211288
8,1,0,0,4152,4084.0689450875825,77.91682997126644,2301.085434554835,1517.8023348514005,2,0.885937112475535,8,28.713918046171845,12,40,23.722418796763733,20.7705294912073,1861.4060911658794,892.5545152940236,87.07544187036903,2.1770797003833477,0,0,75.478833053277,67.6409160410233
7,2,0,0,1598,1791.7417297938023,14.869009922446356,563.6579546219109,504.0462273331506,2,0.5875281365262685,8,25.97920390901792,7,41,31.145367755098903,37.174732328559266,432.5843738241339,165.43643656792034,63.906370999862894,0.9535267455759187,0,0,59.55775998453749,58.33841004717393
13,0,0,0,2689,2651.8389897474026,21.298528153135734,674.6660679080851,714.1420390397843,1,0.9513331407093826,4,10.320369928397476,4,9,24.18462834179503,19.846998166434187,744.4219122824308,381.5848430813221,71.82101790358999,0.80211546925258,0,0,52.38149787642258,29.84024151564048
17,1,0,0,4816,5315.812889733069,63.9462037486451,1344.9394436057928,1649.943442524012,5,0.6869278383894697,16,49.25233547422606,17,23,40.71024629660039,43.7750597919113,1417.7547541853182,998.4495242922039,99.29319052191039,2.266541456443468,1,0,100.0,79.15941182520135
21,1,0,1,4561,4370.214639993833,44.14292621960749,2577.7492715010985,1388.2152221262356,1,0.5242839277712231,4,13.497431840497468,8,50,82.31650903604148,74.58733088017067,1686.6617568364288,979.4082455962587,81.39983890880211,0.10312870598360348,0,0,100.0,65.9117223499227
19,1,0,1,2881,3009.839336025594,58.44670163677917,750.1214196103629,957.58223204369,1,0.536739011520402,32,114.64689547040857,14,41,15.353467601732785,17.994261217765,1142.963887078769,790.2537306816057,74.36329039043811,0.42975597060533,0,0,51.77128703925433,75.63699774040856
19,4,0,1,1056,1326.977856354627,78.03384391712714,449.33984755984596,379.7969195004155,3,0.7009553759492478,4,8.825520660715569,10,44,20.79739681160297,18.660749798367995,459.8670029978038,216.5357840654252,58.88028492535225,0.8933204017538272,0,0,54.42337028528975,57.78798293481702
20,5,1,1,3271,4660.039166661268,23.40080915856063,1058.0554295978186,1532.426303518406,3,0.9259705905674727,8,19.08110781027041,5,24,26.196730839644005,30.771308741372305,1071.723918494346,895.9885710415433,87.5465593404237,0.9630587645239126,0,0,85.25661201144213,43.6153274038112
11,5,1,0,3112,3328.3508359975867,107.7049750644659,1644.8347877918382,476.7352506890352,3,0.5750316927581628,4,12.182061150843298,16,27,33.98474284618449,30.14542300917219,396.39790476472405,134.93930392776508,79.4002794016512,0.0,0,0,69.81802474941296,72.4638730849928
18,6,1,1,4573,5873.2674387687,69.34020743431762,2576.6062952122174,2034.7472387888347,1,0.7307211989195497,8,27.36462243841214,6,19,53.93909033402121,53.003083042963056,2755.747854804196,1615.4493360204253,111.63305797839588,1.8660448750345828,0,0,100.0,55.17576850571306
13,4,0,0,3102,2774.2897077710045,7.540726686097844,1146.9678383081084,535.7978038975464,3,0.7586348040911857,16,60.16013458574799,16,37,31.26425679295001,27.173695314979067,413.7882311788814,229.51299961869967,86.16137481147348,1.421021522231726,0,0,70.55434465850773,65.98967766249801
16,2,0,0,4479,5278.82660597117,77.27207679939401,2862.898432274698,1930.5002772581345,1,0.9277901834310675,16,49.42864518921765,18,7,52.00300922067921,44.2770594993054,2254.5083231505623,441.4757052386975,104.90115622163356,2.0601491903586977,0,0,100.0,59.45520748706903
23,4,0,1,2369,3423.6621172370496,58.2655771540159,1469.8969782733357,477.7647698044584,3,0.5059564174936014,32,83.49851213711807,15,48,54.44148216797718,51.03904264023838,526.1279101565818,359.537615268649,81.04803142230166,1.7697785338063392,0,0,100.0,68.87025611919081
20,4,0,1,3589,2941.3831215382847,85.68849781972347,1712.5096444010808,297.3177463095004,2,0.9273158448499952,16,59.449990328504555,6,24,42.752184941890974,37.019098031841416,339.842330826062,292.1060844812258,84.51680284535239,1.0682528713799035,0,0,84.08920918119108,50.41417724556192
2,4,0,0,2416,2385.293010152379,95.16386663781765,1071.2637979812544,249.74443955004617,3,0.629644620500929,16,62.7463292191117,9,9,29.974557589911043,29.100707666333143,370.903936384737,92.1204075432786,72.7291365634303,0.0,0,0,58.605310944644344,41.718506273141315
22,2,0,1,576,514.2213927798342,112.96715813984186,175.72804450119293,83.84275501531447,3,0.9183141765517083,16,39.96992318770249,17,40,5.322047037447129,5.061344823699792,91.64448485333537,70.55170760435385,62.219702052136235,1.0340426163142669,0,0,28.058485857972165,61.580158139020284
6,6,1,0,2857,3351.7896468448803,119.80976634162495,719.6250560639774,449.5835467889037,2,0.7035300385024069,8,25.6347067609247,16,26,20.439342032419894,20.234985584227143,602.406185733415,429.6274868375213,95.28160135629889,0.0,0,1,48.80025044795951,61.45002530926317
16,2,0,0,1245,1588.30840743816,68.20595424921409,778.4462187549428,422.7661487160133,2,0.6571420106925238,16,42.287574173249205,2,21,23.131763677882304,25.44126293546484,493.92822818053236,176.1768039973901,50.71477379749879,0.0,0,0,45.00452625155408,35.66156753575904
11,3,0,0,1803,1515.3231183028502,69.57346060976883,529.5418864177631,355.3800033622266,3,0.9751770625807686,32,119.01165625671831,3,51,13.54525239633123,14.886394552104717,280.61773407360766,279.6351957841079,57.64406166731105,1.2688806018265435,0,0,50.10365612109553,54.55611284698438
8,6,1,0,1722,1462.3208406401207,7.581203862194717,642.9545020099876,412.1051607152164,2,0.8755877309857938,4,11.269081568229534,5,43,12.662694354734267,14.950680521273641,254.9002485811781,83.73667391837114,66.22375628838704,0.01943257183069147,0,0,42.87387665217989,60.5794176738015
14,3,0,0,2078,2927.362623772558,104.49460445092802,1611.6281264095633,461.92939553687665,1,0.7328893502068548,32,122.4900508103882,16,21,47.60809641131825,39.78240527841928,391.272729554817,100.55297170861598,78.23183136111003,1.4723559753786395,0,0,76.16723879355132,57.7555387244811
17,3,0,0,1704,1907.394899611324,8.302569257389917,387.3218878627094,622.1000957345985,1,0.6793281683228053,16,47.19709544070339,19,10,18.172644553458678,16.68226030062593,314.64511363213643,271.9037361429664,75.69380816368515,1.1984748370111018,0,0,42.86082038835265,52.20910312780684
20,3,0,1,4599,5169.580084716699,77.75645280511984,2604.6669902580775,1463.7184225120454,4,0.65333283817659,8,27.712972738771104,8,54,83.32975060799458,77.71433195622276,1794.7432858722714,490.86887146468314,85.08318953836005,0.7472640165838691,1,0,100.0,72.42588010910684
12,5,1,0,4891,7146.759898218105,16.336352555586448,2673.7022896773233,1188.922760546266,0,0.8319987938876379,16,43.029707068880896,15,20,116.1372526678475,115.29508499927948,696.0069786135964,950.86980981998,127.48824329182438,1.2039961521620088,0,0,100.0,65.86108784671273
20,1,0,1,4091,4189.784260915685,37.87143947224249,1045.8709809457107,920.4013063506594,3,0.7000064858605406,16,48.8584947752745,13,6,30.721275440008615,30.63169060475548,1144.0356975393468,437.59445919055275,100.4863221830631,0.7525567142184214,0,0,85.02287056576534,55.259474996836346
7,1,0,0,897,1280.841147971889,21.13789860773343,554.5825652994021,404.05625192715405,1,0.8119353700802402,4,13.523312768869864,16,19,12.030567378975682,13.581827778006108,486.9954573901198,146.45339664216192,62.38614416030171,1.1439898759990839,0,0,43.19232671719057,58.38322800852737
13,3,0,0,917,1358.9741205435037,20.80034313294222,561.3187830531481,413.2792533161162,1,0.6994456385237715,8,19.045113410269764,1,10,18.43360855279096,18.886578222964133,379.5536641453873,125.18899008685398,67.50989560544913,1.287144299862026,0,0,38.76389325427745,25.814573434718245
7,3,0,0,823,797.640027266413,13.579112966447003,428.27144805763953,214.3270754521929,1,0.6783080410286546,16,37.5767516479643,19,45,15.744001941161976,17.211056273281724,321.0629350805448,108.98151745911886,44.02121246778736,3.020671901841607,0,0,32.48029877703757,77.86971911768806
13,0,0,0,592,686.6176991136779,41.55642792833291,280.56922406729285,270.3250788833065,0,0.6592382828238117,8,17.391448210209973,4,6,6.98408270669847,7.180593395472056,206.7780152007574,180.3337421707311,46.44829041751786,0.0,0,0,6.743118438394145,25.809267214440048
6,1,0,0,4467,5244.478254503818,53.71990461207128,2784.5072074586983,731.8500477635943,1,0.941089615018527,4,10.81808547685179,7,56,93.8792259515289,84.33635971529444,1058.965466760015,419.96392187259886,97.12276875250026,1.0673893200392184,0,0,100.0,68.47268354373719
22,0,0,1,835,1174.2752613424614,58.41441717569824,490.6071530335494,289.43973051391396,5,0.8678543151605977,8,25.42863493254019,18,59,21.0924147410105,25.25483677578351,292.1123886772365,213.49433785843505,68.50752376364815,2.8134381486828306,1,0,60.63865657944618,81.34436641608518
11,6,1,0,3355,3397.728258292708,55.56642453871734,1286.9855070400854,975.863019987097,2,0.8144553464139942,4,8.865244178560813,4,7,33.067834996867504,36.704303179910106,1259.4219039332052,700.3988291406,72.55818367499822,0.983662229944308,0,0,68.50250432229689,49.02156892702052
10,0,0,0,4685,6365.180192977524,65.22458394395692,2218.0970035730397,2534.6642980690167,0,0.8193926434654096,16,36.79129706146527,3,9,123.82085978821111,120.22724681271413,2263.3506315431046,727.9100153962427,103.23681877129304,0.3501627255359826,0,0,100.0,34.62006250075889
21,4,0,1,2933,4339.975275032886,103.8754968564982,1169.5320898650937,1140.4463267204787,0,0.5874554258648659,16,57.185354779389854,14,30,25.403854129344168,25.943388470359547,604.5335459483645,389.0773883901605,84.3557935110439,1.3801550419658124,0,0,80.1277672601037,60.47883737666143
21,5,1,1,498,691.3413571466627,77.65661080621014,299.7741520297782,160.8828309946984,3,0.9490753124904662,4,11.495575883995038,7,26,6.161017649126993,6.001347079281932,236.79068792300706,68.32712172031076,58.79370285283538,0.7246666235458384,0,0,35.54414409610177,40.72986563700809
10,6,1,0,3360,4826.2979466902,6.987852161528474,2015.9452035232541,1818.0063739561554,0,0.5506940284732003,8,17.42639632973664,7,41,61.88095470682889,50.07683640966754,1294.9540753452347,784.5065185017166,103.03338785347077,1.2047396884226018,0,1,100.0,64.31083180379296
